empresa_id,tipo_energia,proyecto_id,capacidad_generacion,reduccion_emisiones,costo_proyecto,estado_proyecto,total_inversion,energia_generada_total,emisiones_evitadas_total,retorno_estimado
EMP022221,Geotérmica,PROJ007335,8855.04,4987.48,471.36,En desarrollo,471.36,8855.04,4987.48,0.09
EMP016711,Geotérmica,PROJ007336,1281.71,3969.83,388.57,En desarrollo,388.57,1281.71,3969.83,0.1
EMP012206,Solar,PROJ007337,915.65,2901.71,107.33,Activo,107.33,915.65,2901.71,0.04
EMP023008,Geotérmica,PROJ007338,2133.56,1398.99,54.47,Finalizado,54.47,2133.56,1398.99,0.04
EMP014949,Geotérmica,PROJ007339,6657.64,195.75,265.86,Finalizado,265.86,6657.64,195.75,1.36
EMP003559,Eólica,PROJ007340,8492.44,2866.94,83.02,En desarrollo,83.02,8492.44,2866.94,0.03
EMP017972,Biomasa,PROJ007341,8972.42,736.54,343.03,Finalizado,343.03,8972.42,736.54,0.47
EMP014343,Biomasa,PROJ007342,5324.67,2999.05,189.11,Activo,189.11,5324.67,2999.05,0.06
EMP013959,Hidroeléctrica,PROJ007343,227.78,686.91,209.05,Activo,209.05,227.78,686.91,0.3
EMP006150,Geotérmica,PROJ007344,1592.82,2431.73,403.34,Activo,522.63,2513.78,6323.35,0.08
EMP003329,Eólica,PROJ007345,6772.55,3160.86,331.88,Activo,1032.24,16965.19,9074.53,0.11
EMP010945,Solar,PROJ007346,8012.81,591.09,178.95,Activo,267.02,11477.46,748.39,0.36
EMP018647,Hidroeléctrica,PROJ007347,5631.53,1431.74,357.16,En desarrollo,357.16,5631.53,1431.74,0.25
EMP000276,Solar,PROJ007348,9246.59,2167.75,376.87,En desarrollo,376.87,9246.59,2167.75,0.17
EMP015159,Eólica,PROJ007349,956.15,4215.72,221.45,En desarrollo,221.45,956.15,4215.72,0.05
EMP014993,Geotérmica,PROJ007350,4110.69,4000.79,112.55,En desarrollo,112.55,4110.69,4000.79,0.03
EMP013976,Eólica,PROJ007351,8528.27,1633.3,265.48,Activo,634.62,14416.19,4792.67,0.13
EMP019854,Biomasa,PROJ007352,5659.39,1603.41,495.95,Finalizado,724.79,8586.24,2479.6,0.29
EMP016869,Eólica,PROJ007353,268.24,3694.81,157.77,Activo,157.77,268.24,3694.81,0.04
EMP003335,Geotérmica,PROJ007354,8992.23,3228.78,398.55,En desarrollo,398.55,8992.23,3228.78,0.12
EMP004053,Biomasa,PROJ007355,7793.68,4717.94,262.2,Activo,262.2,7793.68,4717.94,0.06
EMP022162,Eólica,PROJ007356,9810.98,2683.07,255.45,En desarrollo,682.05,11713.58,6247.59,0.11
EMP018813,Geotérmica,PROJ007357,7983.31,288.49,270.34,En desarrollo,270.34,7983.31,288.49,0.94
EMP014886,Biomasa,PROJ007358,8858.72,182.12,497.67,Finalizado,497.67,8858.72,182.12,2.73
EMP020878,Biomasa,PROJ007359,3161.71,280.92,386.71,Finalizado,386.71,3161.71,280.92,1.38
EMP021869,Solar,PROJ007360,9920.79,2303.7,428.11,En desarrollo,428.11,9920.79,2303.7,0.19
EMP020251,Hidroeléctrica,PROJ007361,2003.56,1391.73,376.65,En desarrollo,376.65,2003.56,1391.73,0.27
EMP001064,Hidroeléctrica,PROJ007362,4615.92,3179.13,186.55,Activo,186.55,4615.92,3179.13,0.06
EMP018743,Eólica,PROJ007363,696.76,3153.83,181.19,Activo,181.19,696.76,3153.83,0.06
EMP009564,Biomasa,PROJ007364,4474.79,732.02,437.11,Activo,437.11,4474.79,732.02,0.6
EMP018371,Solar,PROJ007365,4167.55,3102.74,256.5,Finalizado,256.5,4167.55,3102.74,0.08
EMP010104,Biomasa,PROJ007366,6312.78,348.74,422.1,Activo,422.1,6312.78,348.74,1.21
EMP021408,Geotérmica,PROJ007367,5545.74,558.22,483.73,Finalizado,483.73,5545.74,558.22,0.87
EMP019007,Biomasa,PROJ007368,279.99,931.48,150.61,En desarrollo,150.61,279.99,931.48,0.16
EMP009068,Solar,PROJ007369,5330.51,807.84,348.22,Activo,605.61,8713.24,5260.28,0.12
EMP023497,Eólica,PROJ007370,6519.76,68.38,59.43,En desarrollo,59.43,6519.76,68.38,0.87
EMP002218,Solar,PROJ007371,3220.42,2688.3,111.27,Finalizado,111.27,3220.42,2688.3,0.04
EMP020099,Biomasa,PROJ007372,968.4,4252.98,84.93,Finalizado,84.93,968.4,4252.98,0.02
EMP014292,Eólica,PROJ007373,5463.16,2131.06,479.0,Finalizado,479.0,5463.16,2131.06,0.22
EMP020365,Geotérmica,PROJ007374,7910.32,445.55,42.29,Activo,936.82,15837.05,4691.93,0.2
EMP002795,Geotérmica,PROJ007375,6486.22,3158.99,275.53,Finalizado,420.68,6596.94,4326.87,0.1
EMP018668,Eólica,PROJ007376,9722.88,207.47,341.65,Finalizado,593.81,11647.34,1705.45,0.35
EMP006954,Solar,PROJ007377,9270.81,4594.66,96.81,En desarrollo,96.81,9270.81,4594.66,0.02
EMP008621,Geotérmica,PROJ007378,918.18,4836.61,239.45,En desarrollo,239.45,918.18,4836.61,0.05
EMP000490,Geotérmica,PROJ007379,535.66,4666.51,192.34,Finalizado,192.34,535.66,4666.51,0.04
EMP000904,Eólica,PROJ007380,565.53,3137.58,164.41,Finalizado,575.04,9632.42,4427.68,0.13
EMP014702,Hidroeléctrica,PROJ007381,7948.43,1932.22,279.3,En desarrollo,654.74,11079.95,5893.38,0.11
EMP011044,Geotérmica,PROJ007382,6491.18,4436.42,44.03,Activo,44.03,6491.18,4436.42,0.01
EMP024465,Biomasa,PROJ007383,9625.7,3125.23,270.27,En desarrollo,270.27,9625.7,3125.23,0.09
EMP005817,Eólica,PROJ007384,8020.57,3360.16,262.04,Activo,262.04,8020.57,3360.16,0.08
EMP022815,Geotérmica,PROJ007385,6017.44,2629.43,287.42,En desarrollo,287.42,6017.44,2629.43,0.11
EMP011069,Hidroeléctrica,PROJ007386,7342.64,190.62,271.6,Finalizado,271.6,7342.64,190.62,1.42
EMP005268,Solar,PROJ007387,5329.33,1846.27,72.3,Activo,72.3,5329.33,1846.27,0.04
EMP022214,Geotérmica,PROJ007388,3778.92,573.05,322.36,En desarrollo,456.32,8923.01,1154.45,0.4
EMP017237,Hidroeléctrica,PROJ007389,2633.25,3878.92,271.61,En desarrollo,271.61,2633.25,3878.92,0.07
EMP014791,Biomasa,PROJ007390,6458.46,3107.14,184.18,En desarrollo,184.18,6458.46,3107.14,0.06
EMP005987,Biomasa,PROJ007391,7920.66,3571.71,82.99,Activo,82.99,7920.66,3571.71,0.02
EMP016093,Geotérmica,PROJ007392,7263.6,2318.83,191.1,Finalizado,191.1,7263.6,2318.83,0.08
EMP005904,Solar,PROJ007393,1720.41,1124.51,340.16,Activo,362.04,3625.99,4093.79,0.09
EMP011617,Biomasa,PROJ007394,7669.4,1460.03,75.2,Finalizado,373.34,7721.52,5381.65,0.07
EMP000230,Biomasa,PROJ007395,5304.51,317.9,227.87,Activo,227.87,5304.51,317.9,0.72
EMP004474,Hidroeléctrica,PROJ007396,8897.45,3288.12,93.28,En desarrollo,93.28,8897.45,3288.12,0.03
EMP009969,Hidroeléctrica,PROJ007397,2563.49,4526.52,430.97,Activo,430.97,2563.49,4526.52,0.1
EMP022636,Biomasa,PROJ007398,5360.48,1905.27,245.15,Finalizado,245.15,5360.48,1905.27,0.13
EMP007831,Geotérmica,PROJ007399,1021.47,3666.68,261.35,Activo,261.35,1021.47,3666.68,0.07
EMP013764,Biomasa,PROJ007400,6697.51,3110.46,67.88,Activo,67.88,6697.51,3110.46,0.02
EMP023893,Geotérmica,PROJ007401,7567.18,4070.88,249.95,Finalizado,249.95,7567.18,4070.88,0.06
EMP018839,Geotérmica,PROJ007402,7248.89,2944.67,164.14,En desarrollo,164.14,7248.89,2944.67,0.06
EMP006192,Hidroeléctrica,PROJ007403,1815.56,3556.72,281.1,En desarrollo,281.1,1815.56,3556.72,0.08
EMP019591,Geotérmica,PROJ007404,390.97,2701.84,259.27,En desarrollo,259.27,390.97,2701.84,0.1
EMP001774,Geotérmica,PROJ007405,2214.18,301.8,424.95,En desarrollo,766.14,11793.46,919.78,0.83
EMP020339,Geotérmica,PROJ007406,5781.51,58.37,58.04,Activo,58.04,5781.51,58.37,0.99
EMP008951,Hidroeléctrica,PROJ007407,7700.34,714.5,425.78,Finalizado,425.78,7700.34,714.5,0.6
EMP012284,Geotérmica,PROJ007408,3706.03,242.05,109.75,En desarrollo,109.75,3706.03,242.05,0.45
EMP021896,Hidroeléctrica,PROJ007409,3491.76,4758.7,188.05,Finalizado,188.05,3491.76,4758.7,0.04
EMP003297,Solar,PROJ007410,266.43,2705.48,364.27,En desarrollo,364.27,266.43,2705.48,0.13
EMP016077,Geotérmica,PROJ007411,4362.69,2077.57,355.82,Finalizado,355.82,4362.69,2077.57,0.17
EMP022998,Hidroeléctrica,PROJ007412,5375.89,478.81,431.66,Activo,806.5,5832.66,2719.66,0.3
EMP012274,Geotérmica,PROJ007413,427.0,610.12,397.2,En desarrollo,397.2,427.0,610.12,0.65
EMP010130,Geotérmica,PROJ007414,1682.74,3817.14,401.15,En desarrollo,401.15,1682.74,3817.14,0.11
EMP011992,Biomasa,PROJ007415,7211.35,4242.36,261.21,Finalizado,261.21,7211.35,4242.36,0.06
EMP011538,Hidroeléctrica,PROJ007416,6958.36,2497.74,75.16,Activo,75.16,6958.36,2497.74,0.03
EMP005497,Biomasa,PROJ007417,2126.97,4265.79,42.33,Finalizado,526.33,5256.97,5519.52,0.1
EMP013292,Eólica,PROJ007418,6557.28,3887.2,231.65,En desarrollo,231.65,6557.28,3887.2,0.06
EMP009327,Solar,PROJ007419,3368.86,2987.15,453.37,Finalizado,453.37,3368.86,2987.15,0.15
EMP002956,Eólica,PROJ007420,2760.13,4212.4,292.94,Activo,292.94,2760.13,4212.4,0.07
EMP013807,Geotérmica,PROJ007421,1629.74,4726.46,226.22,En desarrollo,226.22,1629.74,4726.46,0.05
EMP014481,Hidroeléctrica,PROJ007422,1627.4,2003.53,349.65,En desarrollo,349.65,1627.4,2003.53,0.17
EMP019725,Hidroeléctrica,PROJ007423,9486.11,3960.05,415.22,Finalizado,432.13,18999.37,4765.07,0.09
EMP003464,Biomasa,PROJ007424,5613.22,716.28,429.09,En desarrollo,672.91,10631.69,5481.11,0.12
EMP017113,Hidroeléctrica,PROJ007425,6789.52,3955.09,330.66,Finalizado,330.66,6789.52,3955.09,0.08
EMP010539,Hidroeléctrica,PROJ007426,1317.58,1637.91,336.94,Finalizado,336.94,1317.58,1637.91,0.21
EMP019643,Hidroeléctrica,PROJ007427,3938.0,3495.68,271.76,Finalizado,271.76,3938.0,3495.68,0.08
EMP002556,Hidroeléctrica,PROJ007428,920.41,1954.54,136.45,Finalizado,136.45,920.41,1954.54,0.07
EMP013090,Eólica,PROJ007429,8394.75,1111.9,288.64,En desarrollo,288.64,8394.75,1111.9,0.26
EMP019546,Biomasa,PROJ007430,3108.59,2395.64,134.25,En desarrollo,134.25,3108.59,2395.64,0.06
EMP000117,Hidroeléctrica,PROJ007431,8008.81,3770.24,233.9,Finalizado,458.35,15360.75,8058.64,0.06
EMP014721,Eólica,PROJ007432,7115.06,1671.6,282.95,Activo,282.95,7115.06,1671.6,0.17
EMP004215,Hidroeléctrica,PROJ007433,7984.21,2563.07,234.92,Activo,234.92,7984.21,2563.07,0.09
EMP001599,Biomasa,PROJ007434,9038.11,3097.96,331.46,En desarrollo,331.46,9038.11,3097.96,0.11
EMP013963,Eólica,PROJ007435,7049.17,332.57,279.9,Finalizado,279.9,7049.17,332.57,0.84
EMP018023,Biomasa,PROJ007436,2401.48,3636.8,28.99,Finalizado,28.99,2401.48,3636.8,0.01
EMP016280,Biomasa,PROJ007437,539.96,3371.84,22.08,Activo,508.55,1915.91,5494.76,0.09
EMP011004,Geotérmica,PROJ007438,7811.49,2716.83,474.26,Activo,474.26,7811.49,2716.83,0.17
EMP023155,Hidroeléctrica,PROJ007439,5472.77,3519.18,352.79,Activo,352.79,5472.77,3519.18,0.1
EMP016567,Biomasa,PROJ007440,8405.0,2344.46,490.52,Finalizado,490.52,8405.0,2344.46,0.21
EMP023631,Hidroeléctrica,PROJ007441,9092.44,3771.09,395.8,Finalizado,395.8,9092.44,3771.09,0.1
EMP020085,Geotérmica,PROJ007442,9461.75,4210.6,273.79,Finalizado,273.79,9461.75,4210.6,0.07
EMP015711,Eólica,PROJ007443,3000.87,4453.6,170.29,Finalizado,170.29,3000.87,4453.6,0.04
EMP018176,Biomasa,PROJ007444,8123.47,3078.63,218.86,En desarrollo,218.86,8123.47,3078.63,0.07
EMP017191,Hidroeléctrica,PROJ007445,6581.18,3038.78,333.07,Activo,333.07,6581.18,3038.78,0.11
EMP000143,Geotérmica,PROJ007446,4221.8,2920.78,34.02,Finalizado,34.02,4221.8,2920.78,0.01
EMP007008,Solar,PROJ007447,3197.01,4623.98,109.2,Finalizado,109.2,3197.01,4623.98,0.02
EMP022232,Solar,PROJ007448,3977.45,325.66,217.66,En desarrollo,591.94,12771.88,2955.34,0.2
EMP019889,Geotérmica,PROJ007449,5683.38,3501.06,461.3,En desarrollo,461.3,5683.38,3501.06,0.13
EMP013384,Biomasa,PROJ007450,9636.42,4357.84,487.58,En desarrollo,487.58,9636.42,4357.84,0.11
EMP024518,Eólica,PROJ007451,4582.95,1221.16,148.89,Activo,148.89,4582.95,1221.16,0.12
EMP011920,Solar,PROJ007452,677.96,2196.04,412.77,Activo,412.77,677.96,2196.04,0.19
EMP022079,Biomasa,PROJ007453,254.77,155.38,143.32,En desarrollo,236.51,4177.84,1462.69,0.16
EMP002152,Eólica,PROJ007454,3698.7,3734.06,103.35,Finalizado,103.35,3698.7,3734.06,0.03
EMP020146,Geotérmica,PROJ007455,5695.27,965.89,267.21,Activo,267.21,5695.27,965.89,0.28
EMP011986,Hidroeléctrica,PROJ007456,3766.5,16.25,453.8,Finalizado,683.83,7187.87,4481.5,0.15
EMP013003,Biomasa,PROJ007457,8326.43,3274.85,414.78,Finalizado,414.78,8326.43,3274.85,0.13
EMP004936,Eólica,PROJ007458,5833.17,2021.31,413.06,En desarrollo,413.06,5833.17,2021.31,0.2
EMP019514,Biomasa,PROJ007459,6596.47,3106.88,251.67,En desarrollo,251.67,6596.47,3106.88,0.08
EMP006310,Geotérmica,PROJ007460,502.37,3177.8,386.95,Finalizado,386.95,502.37,3177.8,0.12
EMP002067,Hidroeléctrica,PROJ007461,9859.15,2907.15,296.53,Activo,571.66,22962.98,7369.76,0.08
EMP004917,Eólica,PROJ007462,9200.78,1948.83,89.35,Finalizado,89.35,9200.78,1948.83,0.05
EMP014284,Hidroeléctrica,PROJ007463,8663.68,1022.26,448.68,En desarrollo,448.68,8663.68,1022.26,0.44
EMP001967,Hidroeléctrica,PROJ007464,6640.84,3755.44,14.0,En desarrollo,14.0,6640.84,3755.44,0.0
EMP017970,Biomasa,PROJ007465,3261.12,3987.7,361.41,Finalizado,361.41,3261.12,3987.7,0.09
EMP012564,Biomasa,PROJ007466,4817.39,2242.43,43.53,Activo,43.53,4817.39,2242.43,0.02
EMP014533,Geotérmica,PROJ007467,9261.53,791.58,163.27,En desarrollo,461.99,15256.3,2258.57,0.2
EMP002758,Biomasa,PROJ007468,5432.49,4264.63,296.12,En desarrollo,296.12,5432.49,4264.63,0.07
EMP008970,Geotérmica,PROJ007469,6092.08,871.36,298.09,En desarrollo,526.69,14386.67,4511.6,0.12
EMP022602,Geotérmica,PROJ007470,82.2,2532.95,89.16,Finalizado,89.16,82.2,2532.95,0.04
EMP017166,Hidroeléctrica,PROJ007471,5672.23,4049.05,377.32,Finalizado,377.32,5672.23,4049.05,0.09
EMP023470,Biomasa,PROJ007472,7235.59,3151.18,181.28,Activo,181.28,7235.59,3151.18,0.06
EMP007562,Eólica,PROJ007473,2589.3,1008.06,177.11,En desarrollo,177.11,2589.3,1008.06,0.18
EMP004800,Eólica,PROJ007474,8707.31,2191.73,25.5,Activo,103.05,14748.58,2956.82,0.03
EMP024577,Hidroeléctrica,PROJ007475,8370.82,3626.62,60.16,Activo,60.16,8370.82,3626.62,0.02
EMP005995,Geotérmica,PROJ007476,1380.79,3702.85,178.4,En desarrollo,178.4,1380.79,3702.85,0.05
EMP015782,Eólica,PROJ007477,5761.93,1622.11,484.65,Finalizado,484.65,5761.93,1622.11,0.3
EMP015125,Eólica,PROJ007478,7231.66,841.65,32.07,Activo,520.44,13518.8,4928.47,0.11
EMP006886,Eólica,PROJ007479,5242.33,607.6,240.97,Activo,353.56,9427.89,4666.83,0.08
EMP007803,Hidroeléctrica,PROJ007480,6827.89,4782.15,225.55,Finalizado,566.84,11464.89,7784.37,0.07
EMP013764,Geotérmica,PROJ007481,5511.84,3959.2,107.38,En desarrollo,107.38,5511.84,3959.2,0.03
EMP000065,Solar,PROJ007482,924.29,1648.65,27.19,Finalizado,27.19,924.29,1648.65,0.02
EMP013518,Eólica,PROJ007483,3835.66,492.65,407.72,Finalizado,407.72,3835.66,492.65,0.83
EMP015319,Hidroeléctrica,PROJ007484,4420.21,1211.84,208.77,Finalizado,208.77,4420.21,1211.84,0.17
EMP000613,Solar,PROJ007485,4685.58,456.33,456.48,En desarrollo,456.48,4685.58,456.33,1.0
EMP018077,Hidroeléctrica,PROJ007486,2006.67,1077.61,18.15,Activo,18.15,2006.67,1077.61,0.02
EMP000421,Biomasa,PROJ007487,3591.9,1925.5,421.13,En desarrollo,421.13,3591.9,1925.5,0.22
EMP016013,Biomasa,PROJ007488,7123.91,2166.19,320.84,Activo,320.84,7123.91,2166.19,0.15
EMP009746,Geotérmica,PROJ007489,6728.34,288.63,347.28,Activo,347.28,6728.34,288.63,1.2
EMP002274,Geotérmica,PROJ007490,5356.31,574.9,225.91,En desarrollo,225.91,5356.31,574.9,0.39
EMP021287,Biomasa,PROJ007491,3472.3,1616.09,338.52,En desarrollo,338.52,3472.3,1616.09,0.21
EMP003911,Biomasa,PROJ007492,8007.4,4213.36,29.44,En desarrollo,29.44,8007.4,4213.36,0.01
EMP010720,Solar,PROJ007493,5107.63,2171.9,467.28,Activo,467.28,5107.63,2171.9,0.22
EMP017056,Biomasa,PROJ007494,3057.05,4731.98,323.11,Finalizado,323.11,3057.05,4731.98,0.07
EMP003650,Solar,PROJ007495,4664.52,3325.47,75.14,En desarrollo,75.14,4664.52,3325.47,0.02
EMP022044,Biomasa,PROJ007496,2522.45,3275.68,232.29,Finalizado,232.29,2522.45,3275.68,0.07
EMP003589,Hidroeléctrica,PROJ007497,5024.76,1426.4,117.95,Activo,117.95,5024.76,1426.4,0.08
EMP007452,Hidroeléctrica,PROJ007498,6249.6,2133.55,153.99,Finalizado,325.2,12034.88,6973.11,0.05
EMP009608,Hidroeléctrica,PROJ007499,2669.85,239.21,419.86,Finalizado,419.86,2669.85,239.21,1.76
EMP018289,Eólica,PROJ007500,5868.54,4534.24,118.75,Finalizado,194.94,11412.19,8227.11,0.02
EMP021955,Biomasa,PROJ007501,9940.26,4012.77,101.65,Activo,101.65,9940.26,4012.77,0.03
EMP017629,Hidroeléctrica,PROJ007502,9317.04,584.54,38.46,En desarrollo,38.46,9317.04,584.54,0.07
EMP002155,Solar,PROJ007503,9152.51,1633.0,62.06,En desarrollo,62.06,9152.51,1633.0,0.04
EMP014530,Hidroeléctrica,PROJ007504,9122.97,3060.91,404.58,Activo,571.1,13226.73,7126.49,0.08
EMP019043,Eólica,PROJ007505,7323.61,3767.75,399.1,Activo,756.52,10938.91,8024.9,0.09
EMP004184,Solar,PROJ007506,8237.58,2732.52,137.63,Activo,137.63,8237.58,2732.52,0.05
EMP003816,Solar,PROJ007507,3035.9,691.87,134.2,En desarrollo,134.2,3035.9,691.87,0.19
EMP002193,Hidroeléctrica,PROJ007508,2374.42,4638.36,451.64,Finalizado,451.64,2374.42,4638.36,0.1
EMP002857,Solar,PROJ007509,1923.58,37.74,418.95,Activo,615.15,11134.89,2341.44,0.26
EMP018209,Biomasa,PROJ007510,5686.63,2117.19,338.88,Activo,338.88,5686.63,2117.19,0.16
EMP020456,Biomasa,PROJ007511,7999.01,2625.6,56.77,En desarrollo,56.77,7999.01,2625.6,0.02
EMP014688,Geotérmica,PROJ007512,905.02,2607.62,407.7,Finalizado,407.7,905.02,2607.62,0.16
EMP017320,Hidroeléctrica,PROJ007513,3485.5,2569.07,448.2,Activo,448.2,3485.5,2569.07,0.17
EMP006997,Geotérmica,PROJ007514,7790.72,935.12,47.94,En desarrollo,47.94,7790.72,935.12,0.05
EMP006790,Solar,PROJ007515,6769.11,90.1,437.81,Finalizado,437.81,6769.11,90.1,4.86
EMP003488,Geotérmica,PROJ007516,6611.03,1025.78,366.66,Activo,366.66,6611.03,1025.78,0.36
EMP001817,Hidroeléctrica,PROJ007517,1899.29,1060.27,1.1,En desarrollo,1.1,1899.29,1060.27,0.0
EMP013763,Eólica,PROJ007518,3081.07,1523.15,289.17,En desarrollo,289.17,3081.07,1523.15,0.19
EMP010907,Biomasa,PROJ007519,4472.67,981.96,71.1,En desarrollo,71.1,4472.67,981.96,0.07
EMP000361,Solar,PROJ007520,3166.58,1701.27,60.16,Finalizado,198.09,7193.03,3921.44,0.05
EMP003172,Hidroeléctrica,PROJ007521,6623.89,800.23,464.89,En desarrollo,464.89,6623.89,800.23,0.58
EMP003483,Solar,PROJ007522,3024.69,3004.61,384.43,En desarrollo,384.43,3024.69,3004.61,0.13
EMP020322,Biomasa,PROJ007523,776.34,399.93,98.39,Activo,98.39,776.34,399.93,0.25
EMP015951,Eólica,PROJ007524,5724.6,4473.11,289.46,En desarrollo,289.46,5724.6,4473.11,0.06
EMP018506,Hidroeléctrica,PROJ007525,7181.6,2489.15,109.55,Finalizado,109.55,7181.6,2489.15,0.04
EMP006875,Biomasa,PROJ007526,6116.58,3822.41,482.37,En desarrollo,482.37,6116.58,3822.41,0.13
EMP023365,Geotérmica,PROJ007527,1255.21,493.88,73.29,Activo,73.29,1255.21,493.88,0.15
EMP002498,Biomasa,PROJ007528,5102.75,2073.81,178.59,Activo,328.95,5219.54,5228.03,0.06
EMP020658,Solar,PROJ007529,6809.37,1292.61,413.99,En desarrollo,413.99,6809.37,1292.61,0.32
EMP020640,Geotérmica,PROJ007530,5379.92,642.43,299.23,Activo,299.23,5379.92,642.43,0.47
EMP009779,Biomasa,PROJ007531,7342.16,286.98,482.54,En desarrollo,1269.95,16774.85,1790.3,0.71
EMP013223,Eólica,PROJ007532,5497.5,1944.03,363.13,Activo,363.13,5497.5,1944.03,0.19
EMP004653,Biomasa,PROJ007533,4461.15,2454.81,206.58,Activo,206.58,4461.15,2454.81,0.08
EMP003780,Geotérmica,PROJ007534,8223.7,3564.63,423.64,En desarrollo,423.64,8223.7,3564.63,0.12
EMP014149,Biomasa,PROJ007535,1780.03,2807.89,330.97,En desarrollo,532.39,8388.77,6239.68,0.09
EMP001651,Biomasa,PROJ007536,3063.47,37.62,484.7,Activo,512.55,7551.08,521.39,0.98
EMP021919,Solar,PROJ007537,5882.31,2447.47,396.19,Finalizado,396.19,5882.31,2447.47,0.16
EMP017086,Geotérmica,PROJ007538,8188.29,4513.18,243.55,Activo,243.55,8188.29,4513.18,0.05
EMP019850,Geotérmica,PROJ007539,3188.15,458.91,42.09,Finalizado,391.99,10720.47,1187.45,0.33
EMP003635,Geotérmica,PROJ007540,6197.3,4926.0,400.47,Activo,400.47,6197.3,4926.0,0.08
EMP011356,Solar,PROJ007541,7481.53,3823.92,296.53,En desarrollo,296.53,7481.53,3823.92,0.08
EMP014456,Solar,PROJ007542,936.57,4476.94,101.85,Activo,101.85,936.57,4476.94,0.02
EMP011098,Eólica,PROJ007543,6071.42,4981.8,51.02,Finalizado,51.02,6071.42,4981.8,0.01
EMP006449,Eólica,PROJ007544,4977.68,1302.87,116.03,En desarrollo,116.03,4977.68,1302.87,0.09
EMP006189,Geotérmica,PROJ007545,2908.91,4409.3,295.85,Activo,295.85,2908.91,4409.3,0.07
EMP006955,Eólica,PROJ007546,2565.56,3220.35,284.97,Activo,284.97,2565.56,3220.35,0.09
EMP013613,Hidroeléctrica,PROJ007547,5886.95,1648.81,453.02,Activo,453.02,5886.95,1648.81,0.27
EMP011960,Hidroeléctrica,PROJ007548,9203.51,3736.36,9.44,Finalizado,9.44,9203.51,3736.36,0.0
EMP019625,Geotérmica,PROJ007549,5744.22,4877.12,32.0,En desarrollo,32.0,5744.22,4877.12,0.01
EMP010157,Eólica,PROJ007550,7234.45,588.98,357.87,Activo,357.87,7234.45,588.98,0.61
EMP014253,Hidroeléctrica,PROJ007551,5814.95,3730.35,357.39,Activo,357.39,5814.95,3730.35,0.1
EMP024273,Biomasa,PROJ007552,4006.02,3038.07,479.23,En desarrollo,479.23,4006.02,3038.07,0.16
EMP005786,Geotérmica,PROJ007553,8503.86,2234.91,154.63,Activo,154.63,8503.86,2234.91,0.07
EMP000744,Hidroeléctrica,PROJ007554,5688.66,3244.12,261.06,Finalizado,261.06,5688.66,3244.12,0.08
EMP018099,Geotérmica,PROJ007555,9969.47,4439.34,17.21,Activo,17.21,9969.47,4439.34,0.0
EMP001748,Eólica,PROJ007556,2522.0,4030.81,91.69,Activo,369.49,10568.19,5871.44,0.06
EMP011473,Solar,PROJ007557,7762.05,3126.13,348.32,Finalizado,348.32,7762.05,3126.13,0.11
EMP011251,Geotérmica,PROJ007558,7004.05,2801.68,19.67,Activo,19.67,7004.05,2801.68,0.01
EMP007227,Solar,PROJ007559,9006.6,2924.42,445.86,Activo,445.86,9006.6,2924.42,0.15
EMP013390,Solar,PROJ007560,4989.07,4433.22,92.68,Activo,92.68,4989.07,4433.22,0.02
EMP016709,Biomasa,PROJ007561,4654.0,4407.85,396.92,En desarrollo,396.92,4654.0,4407.85,0.09
EMP012440,Solar,PROJ007562,3488.54,4863.15,167.12,En desarrollo,167.12,3488.54,4863.15,0.03
EMP010447,Geotérmica,PROJ007563,2110.95,1305.66,454.04,Finalizado,454.04,2110.95,1305.66,0.35
EMP001733,Solar,PROJ007564,9502.48,3464.67,396.49,Activo,396.49,9502.48,3464.67,0.11
EMP011387,Hidroeléctrica,PROJ007565,2738.0,1514.79,332.0,Activo,332.0,2738.0,1514.79,0.22
EMP007865,Biomasa,PROJ007566,4597.76,4320.6,382.97,En desarrollo,382.97,4597.76,4320.6,0.09
EMP012505,Hidroeléctrica,PROJ007567,4013.27,710.84,253.72,Activo,253.72,4013.27,710.84,0.36
EMP022483,Solar,PROJ007568,4462.45,138.97,100.94,Activo,100.94,4462.45,138.97,0.73
EMP017166,Biomasa,PROJ007569,7324.42,4812.3,82.85,Finalizado,82.85,7324.42,4812.3,0.02
EMP020051,Hidroeléctrica,PROJ007570,9235.91,2125.19,154.61,Finalizado,264.34,16926.27,4037.02,0.07
EMP005914,Hidroeléctrica,PROJ007571,4562.63,2500.08,64.78,Finalizado,530.94,11798.18,4709.28,0.11
EMP006962,Geotérmica,PROJ007572,2114.58,2429.23,204.65,En desarrollo,548.01,9618.87,7039.02,0.08
EMP013643,Biomasa,PROJ007573,3466.98,4357.13,5.22,En desarrollo,168.74,5364.18,5372.14,0.03
EMP013128,Biomasa,PROJ007574,2027.59,4277.94,430.76,Activo,430.76,2027.59,4277.94,0.1
EMP012111,Geotérmica,PROJ007575,7159.18,4242.56,166.37,Finalizado,166.37,7159.18,4242.56,0.04
EMP022509,Hidroeléctrica,PROJ007576,5448.24,4479.75,186.85,Finalizado,186.85,5448.24,4479.75,0.04
EMP010261,Biomasa,PROJ007577,2701.54,1830.72,84.54,Activo,84.54,2701.54,1830.72,0.05
EMP005196,Biomasa,PROJ007578,4594.53,4424.26,385.8,Finalizado,385.8,4594.53,4424.26,0.09
EMP007946,Geotérmica,PROJ007579,5188.49,575.8,161.17,Activo,161.17,5188.49,575.8,0.28
