empresa_id,nombre,emisiones_netas,cumple_normativa,regulacion_id,costo_impuesto
EMP003418,Empresa_3418,10892.42,0,REG000016,73570.07
EMP003419,Empresa_3419,474.08,1,REG000019,0.0
EMP003420,Empresa_3420,5373.08,1,REG000019,0.0
EMP003421,Empresa_3421,4413.33,1,REG000000,0.0
EMP003422,Empresa_3422,2059.43,1,REG000002,0.0
EMP003423,Empresa_3423,6634.58,1,REG000003,0.0
EMP003424,Empresa_3424,760.95,1,REG000003,0.0
EMP003425,Empresa_3425,15314.22,0,REG000000,185063.6
EMP003426,Empresa_3426,1323.03,1,REG000001,0.0
EMP003427,Empresa_3427,17465.33,0,REG000010,240027.6
EMP003428,Empresa_3428,-3005.97,1,REG000001,0.0
EMP003429,Empresa_3429,9638.97,0,REG000002,42008.88
EMP003430,Empresa_3430,11814.93,0,REG000002,97060.67
EMP003431,Empresa_3431,13802.93,0,REG000002,147357.07
EMP003432,Empresa_3432,16608.81,0,REG000016,222253.37
EMP003433,Empresa_3433,8799.9,0,REG000005,23511.65
EMP003434,Empresa_3434,1467.26,1,REG000002,0.0
EMP003435,Empresa_3435,10796.5,0,REG000001,74948.69
EMP003436,Empresa_3436,151.8,1,REG000010,0.0
EMP003437,Empresa_3437,8005.68,0,REG000005,2973.12
EMP003438,Empresa_3438,3723.79,1,REG000005,0.0
EMP003439,Empresa_3439,16649.21,0,REG000001,225773.03
EMP003440,Empresa_3440,-4723.45,1,REG000003,0.0
EMP003441,Empresa_3441,9438.64,0,REG000008,35629.69
EMP003442,Empresa_3442,11458.14,0,REG000003,87553.57
EMP003443,Empresa_3443,13159.18,0,REG000000,129980.78
EMP003444,Empresa_3444,19210.12,0,REG000010,284955.94
EMP003445,Empresa_3445,10557.86,0,REG000008,64080.26
EMP003446,Empresa_3446,11028.94,0,REG000001,80938.67
EMP003447,Empresa_3447,1313.5,1,REG000019,0.0
EMP003448,Empresa_3448,-6134.7,1,REG000016,0.0
EMP003449,Empresa_3449,2054.56,1,REG000002,0.0
EMP003450,Empresa_3450,1346.85,1,REG000005,0.0
EMP003451,Empresa_3451,3828.87,1,REG000003,0.0
EMP003452,Empresa_3452,-3109.36,1,REG000008,0.0
EMP003453,Empresa_3453,12400.93,0,REG000019,114445.71
EMP003454,Empresa_3454,10332.5,0,REG000002,59555.19
EMP003455,Empresa_3455,15452.69,0,REG000019,193333.7
EMP003456,Empresa_3456,9910.93,0,REG000016,48041.51
EMP003457,Empresa_3457,7334.45,1,REG000005,0.0
EMP003458,Empresa_3458,14565.32,0,REG000000,165921.72
EMP003459,Empresa_3459,4961.09,1,REG000002,0.0
EMP003460,Empresa_3460,919.99,1,REG000008,0.0
EMP003461,Empresa_3461,816.9,1,REG000001,0.0
EMP003462,Empresa_3462,8191.19,0,REG000005,7770.41
EMP003463,Empresa_3463,13210.9,0,REG000005,137580.11
EMP003464,Empresa_3464,1025.8,1,REG000005,0.0
EMP003465,Empresa_3465,-661.85,1,REG000002,0.0
EMP003466,Empresa_3466,8789.25,0,REG000005,23236.24
EMP003467,Empresa_3467,13357.66,0,REG000005,141375.33
EMP003468,Empresa_3468,15375.22,0,REG000001,192942.31
EMP003469,Empresa_3469,13581.62,0,REG000002,141757.92
EMP003470,Empresa_3470,10904.11,0,REG000016,73874.12
EMP003471,Empresa_3471,16511.52,0,REG000003,217779.18
EMP003472,Empresa_3472,-8174.68,1,REG000003,0.0
EMP003473,Empresa_3473,10529.78,0,REG000010,61437.18
EMP003474,Empresa_3474,10871.42,0,REG000000,71505.63
EMP003475,Empresa_3475,16322.71,0,REG000001,217359.13
EMP003476,Empresa_3476,11329.15,0,REG000016,84929.41
EMP003477,Empresa_3477,3575.02,1,REG000010,0.0
EMP003478,Empresa_3478,10445.94,0,REG000005,66078.25
EMP003479,Empresa_3479,7233.39,1,REG000003,0.0
EMP003480,Empresa_3480,11786.99,0,REG000003,96028.04
EMP003481,Empresa_3481,-6484.63,1,REG000003,0.0
EMP003482,Empresa_3482,8806.38,0,REG000002,20944.35
EMP003483,Empresa_3483,8245.01,0,REG000010,2604.36
EMP003484,Empresa_3484,16133.44,0,REG000003,208036.06
EMP003485,Empresa_3485,5729.12,1,REG000011,0.0
EMP003486,Empresa_3486,11207.34,0,REG000019,83591.4
EMP003487,Empresa_3487,11120.35,0,REG000002,79487.79
EMP003488,Empresa_3488,7499.36,1,REG000003,0.0
EMP003489,Empresa_3489,15996.22,0,REG000005,209608.49
EMP003490,Empresa_3490,12687.65,0,REG000005,124048.87
EMP003491,Empresa_3491,9307.94,0,REG000008,32307.29
EMP003492,Empresa_3492,14878.3,0,REG000000,173921.49
EMP003493,Empresa_3493,6570.65,1,REG000002,0.0
EMP003494,Empresa_3494,18953.94,0,REG000001,285165.92
EMP003495,Empresa_3495,-6166.57,1,REG000010,0.0
EMP003496,Empresa_3496,10448.71,0,REG000003,61540.56
EMP003497,Empresa_3497,8747.28,0,REG000011,20314.44
EMP003498,Empresa_3498,15665.63,0,REG000002,194483.38
EMP003499,Empresa_3499,11000.1,0,REG000003,75749.88
EMP003500,Empresa_3500,1547.03,1,REG000008,0.0
EMP003501,Empresa_3501,5785.64,1,REG000005,0.0
EMP003502,Empresa_3502,15216.43,0,REG000011,185148.38
EMP003503,Empresa_3503,3142.03,1,REG000002,0.0
EMP003504,Empresa_3504,-651.95,1,REG000000,0.0
EMP003505,Empresa_3505,16093.84,0,REG000001,211461.15
EMP003506,Empresa_3506,19629.46,0,REG000019,301303.21
EMP003507,Empresa_3507,-8311.32,1,REG000002,0.0
EMP003508,Empresa_3508,8067.37,1,REG000010,0.0
EMP003509,Empresa_3509,9390.94,0,REG000010,32112.05
EMP003510,Empresa_3510,3316.18,1,REG000011,0.0
EMP003511,Empresa_3511,2107.49,1,REG000000,0.0
EMP003512,Empresa_3512,1461.58,1,REG000003,0.0
EMP003513,Empresa_3513,6061.33,1,REG000011,0.0
EMP003514,Empresa_3514,2244.77,1,REG000001,0.0
EMP003515,Empresa_3515,8093.01,0,REG000002,2896.09
EMP003516,Empresa_3516,16615.79,0,REG000000,218331.73
EMP003517,Empresa_3517,-1208.77,1,REG000002,0.0
EMP003518,Empresa_3518,2795.6,1,REG000016,0.0
EMP003519,Empresa_3519,4802.4,1,REG000011,0.0
EMP003520,Empresa_3520,13029.07,0,REG000010,125793.9
EMP003521,Empresa_3521,1170.38,1,REG000011,0.0
EMP003522,Empresa_3522,5741.79,1,REG000002,0.0
EMP003523,Empresa_3523,13333.39,0,REG000001,140324.35
EMP003524,Empresa_3524,-5798.45,1,REG000005,0.0
EMP003525,Empresa_3525,2647.04,1,REG000008,0.0
EMP003526,Empresa_3526,7442.7,1,REG000003,0.0
EMP003527,Empresa_3527,1589.03,1,REG000005,0.0
EMP003528,Empresa_3528,4348.52,1,REG000008,0.0
EMP003529,Empresa_3529,10463.4,0,REG000008,61679.09
EMP003530,Empresa_3530,750.62,1,REG000002,0.0
EMP003531,Empresa_3531,10146.89,0,REG000001,58208.25
EMP003532,Empresa_3532,14807.66,0,REG000016,175405.46
EMP003533,Empresa_3533,2814.38,1,REG000011,0.0
EMP003534,Empresa_3534,12924.96,0,REG000008,124251.94
EMP003535,Empresa_3535,9798.91,0,REG000019,47183.49
EMP003536,Empresa_3536,1631.27,1,REG000002,0.0
EMP003537,Empresa_3537,5187.73,1,REG000001,0.0
EMP003538,Empresa_3538,16154.8,0,REG000002,206859.38
EMP003539,Empresa_3539,435.86,1,REG000019,0.0
EMP003540,Empresa_3540,1596.34,1,REG000005,0.0
EMP003541,Empresa_3541,11335.59,0,REG000016,85096.92
EMP003542,Empresa_3542,12234.92,0,REG000011,109179.51
EMP003543,Empresa_3543,8828.14,0,REG000003,19778.47
EMP003544,Empresa_3544,10650.01,0,REG000001,71173.65
EMP003545,Empresa_3545,-3412.18,1,REG000002,0.0
EMP003546,Empresa_3546,3883.47,1,REG000016,0.0
EMP003547,Empresa_3547,15853.39,0,REG000011,201378.12
EMP003548,Empresa_3548,14781.87,0,REG000016,174734.66
EMP003549,Empresa_3549,13625.09,0,REG000005,148291.07
EMP003550,Empresa_3550,8123.93,0,REG000008,2209.76
EMP003551,Empresa_3551,6586.16,1,REG000010,0.0
EMP003552,Empresa_3552,1135.73,1,REG000003,0.0
EMP003553,Empresa_3553,18818.19,0,REG000008,274057.85
EMP003554,Empresa_3554,1863.49,1,REG000016,0.0
EMP003555,Empresa_3555,15916.57,0,REG000005,207548.74
EMP003556,Empresa_3556,3302.89,1,REG000000,0.0
EMP003557,Empresa_3557,-3289.02,1,REG000000,0.0
EMP003558,Empresa_3558,5159.04,1,REG000003,0.0
EMP003559,Empresa_3559,-3985.92,1,REG000010,0.0
EMP003560,Empresa_3560,4015.63,1,REG000005,0.0
EMP003561,Empresa_3561,12069.83,0,REG000016,104194.5
EMP003562,Empresa_3562,9264.22,0,REG000016,31220.58
EMP003563,Empresa_3563,-1959.16,1,REG000000,0.0
EMP003564,Empresa_3564,10654.62,0,REG000010,64651.81
EMP003565,Empresa_3565,16109.7,0,REG000011,207908.9
EMP003566,Empresa_3566,5691.78,1,REG000003,0.0
EMP003567,Empresa_3567,15227.35,0,REG000002,183394.89
EMP003568,Empresa_3568,-5056.62,1,REG000001,0.0
EMP003569,Empresa_3569,5412.56,1,REG000011,0.0
EMP003570,Empresa_3570,9064.18,0,REG000019,28190.72
EMP003571,Empresa_3571,18132.42,0,REG000001,263995.35
EMP003572,Empresa_3572,-2144.35,1,REG000008,0.0
EMP003573,Empresa_3573,11910.88,0,REG000011,100922.97
EMP003574,Empresa_3574,10404.38,0,REG000003,60398.18
EMP003575,Empresa_3575,-4386.07,1,REG000002,0.0
EMP003576,Empresa_3576,5545.33,1,REG000002,0.0
EMP003577,Empresa_3577,14120.6,0,REG000002,155394.12
EMP003578,Empresa_3578,18841.48,0,REG000016,280325.12
EMP003579,Empresa_3579,-5171.83,1,REG000001,0.0
EMP003580,Empresa_3580,-1801.87,1,REG000003,0.0
EMP003581,Empresa_3581,7979.92,1,REG000003,0.0
EMP003582,Empresa_3582,-2256.94,1,REG000000,0.0
EMP003583,Empresa_3583,-2681.46,1,REG000008,0.0
EMP003584,Empresa_3584,18078.79,0,REG000002,255536.33
EMP003585,Empresa_3585,16905.21,0,REG000011,228178.5
EMP003586,Empresa_3586,13468.97,0,REG000001,143818.25
EMP003587,Empresa_3587,-1583.49,1,REG000016,0.0
EMP003588,Empresa_3588,6168.2,1,REG000000,0.0
EMP003589,Empresa_3589,3402.73,1,REG000002,0.0
EMP003590,Empresa_3590,7902.41,0,REG000001,368.0
EMP003591,Empresa_3591,3395.39,1,REG000011,0.0
EMP003592,Empresa_3592,8496.93,0,REG000010,9091.3
EMP003593,Empresa_3593,14003.63,0,REG000002,152434.78
EMP003594,Empresa_3594,1977.9,1,REG000008,0.0
EMP003595,Empresa_3595,9677.54,0,REG000016,41971.04
EMP003596,Empresa_3596,7153.24,1,REG000003,0.0
EMP003597,Empresa_3597,15194.46,0,REG000000,182002.54
EMP003598,Empresa_3598,13589.22,0,REG000001,146917.09
EMP003599,Empresa_3599,-5633.32,1,REG000008,0.0
EMP003600,Empresa_3600,-2491.77,1,REG000008,0.0
EMP003601,Empresa_3601,2766.62,1,REG000016,0.0
EMP003602,Empresa_3602,11636.58,0,REG000002,92548.41
EMP003603,Empresa_3603,3230.23,1,REG000000,0.0
EMP003604,Empresa_3604,17954.82,0,REG000008,252110.98
EMP003605,Empresa_3605,3008.85,1,REG000002,0.0
EMP003606,Empresa_3606,5528.21,1,REG000019,0.0
EMP003607,Empresa_3607,12444.0,0,REG000019,115559.06
EMP003608,Empresa_3608,-4548.97,1,REG000010,0.0
EMP003609,Empresa_3609,2087.7,1,REG000008,0.0
EMP003610,Empresa_3610,7349.27,1,REG000001,0.0
EMP003611,Empresa_3611,-3251.52,1,REG000019,0.0
EMP003612,Empresa_3612,11493.45,0,REG000016,89202.86
EMP003613,Empresa_3613,10365.7,0,REG000001,63846.98
EMP003614,Empresa_3614,9769.24,0,REG000008,44033.54
EMP003615,Empresa_3615,6944.33,1,REG000003,0.0
EMP003616,Empresa_3616,16457.22,0,REG000016,218310.51
EMP003617,Empresa_3617,17181.54,0,REG000000,232792.3
EMP003618,Empresa_3618,776.67,1,REG000002,0.0
EMP003619,Empresa_3619,11502.03,0,REG000019,91209.14
EMP003620,Empresa_3620,14144.34,0,REG000011,157831.53
EMP003621,Empresa_3621,-409.69,1,REG000019,0.0
EMP003622,Empresa_3622,-5313.79,1,REG000005,0.0
EMP003623,Empresa_3623,4512.55,1,REG000001,0.0
EMP003624,Empresa_3624,10746.98,0,REG000010,67030.08
EMP003625,Empresa_3625,-2063.62,1,REG000002,0.0
EMP003626,Empresa_3626,1568.01,1,REG000011,0.0
EMP003627,Empresa_3627,13721.38,0,REG000002,145293.85
EMP003628,Empresa_3628,7368.37,1,REG000010,0.0
EMP003629,Empresa_3629,15356.78,0,REG000019,190854.43
EMP003630,Empresa_3630,7788.18,1,REG000008,0.0
EMP003631,Empresa_3631,19872.05,0,REG000000,301561.74
EMP003632,Empresa_3632,18955.23,0,REG000005,286128.49
EMP003633,Empresa_3633,7804.48,1,REG000003,0.0
EMP003634,Empresa_3634,-1877.89,1,REG000003,0.0
EMP003635,Empresa_3635,3830.36,1,REG000005,0.0
EMP003636,Empresa_3636,5490.79,1,REG000003,0.0
EMP003637,Empresa_3637,-2806.41,1,REG000019,0.0
EMP003638,Empresa_3638,16392.66,0,REG000000,212628.53
EMP003639,Empresa_3639,11491.76,0,REG000001,92865.55
EMP003640,Empresa_3640,5586.67,1,REG000016,0.0
EMP003641,Empresa_3641,16395.54,0,REG000003,214790.37
EMP003642,Empresa_3642,18455.91,0,REG000003,267886.11
EMP003643,Empresa_3643,8516.62,0,REG000011,14437.22
EMP003644,Empresa_3644,5583.27,1,REG000003,0.0
EMP003645,Empresa_3645,18488.34,0,REG000002,265897.94
EMP003646,Empresa_3646,15533.4,0,REG000010,190280.4
EMP003647,Empresa_3647,18273.89,0,REG000010,260848.02
EMP003648,Empresa_3648,-10427.32,1,REG000002,0.0
EMP003649,Empresa_3649,-386.78,1,REG000010,0.0
EMP003650,Empresa_3650,4357.44,1,REG000002,0.0
EMP003651,Empresa_3651,9126.23,0,REG000005,31950.55
EMP003652,Empresa_3652,12082.52,0,REG000019,106214.81
EMP003653,Empresa_3653,-1653.65,1,REG000002,0.0
EMP003654,Empresa_3654,11.28,1,REG000000,0.0
EMP003655,Empresa_3655,5398.5,1,REG000002,0.0
EMP003656,Empresa_3656,10299.28,0,REG000003,57689.75
EMP003657,Empresa_3657,1686.32,1,REG000016,0.0
EMP003658,Empresa_3658,10519.81,0,REG000000,62518.48
EMP003659,Empresa_3659,2411.93,1,REG000011,0.0
EMP003660,Empresa_3660,4634.11,1,REG000000,0.0
EMP003661,Empresa_3661,7059.07,1,REG000011,0.0
EMP003662,Empresa_3662,4862.78,1,REG000001,0.0
EMP003663,Empresa_3663,16012.39,0,REG000005,210026.64
EMP003664,Empresa_3664,11442.17,0,REG000011,88980.24
EMP003665,Empresa_3665,-2783.69,1,REG000016,0.0
EMP003666,Empresa_3666,13087.35,0,REG000001,133983.9
EMP003667,Empresa_3667,1428.15,1,REG000005,0.0
EMP003668,Empresa_3668,-1088.46,1,REG000011,0.0
EMP003669,Empresa_3669,7652.15,1,REG000010,0.0
EMP003670,Empresa_3670,7016.6,1,REG000000,0.0
EMP003671,Empresa_3671,638.17,1,REG000011,0.0
EMP003672,Empresa_3672,4219.05,1,REG000003,0.0
EMP003673,Empresa_3673,5874.94,1,REG000008,0.0
EMP003674,Empresa_3674,8258.89,0,REG000002,7092.85
EMP003675,Empresa_3675,8353.21,0,REG000002,9479.15
EMP003676,Empresa_3676,5670.67,1,REG000003,0.0
EMP003677,Empresa_3677,5437.25,1,REG000016,0.0
EMP003678,Empresa_3678,-4093.85,1,REG000019,0.0
EMP003679,Empresa_3679,14703.91,0,REG000016,172706.92
EMP003680,Empresa_3680,3691.99,1,REG000005,0.0
EMP003681,Empresa_3681,16559.97,0,REG000003,219027.73
EMP003682,Empresa_3682,14494.94,0,REG000016,167271.61
EMP003683,Empresa_3683,14503.82,0,REG000005,171015.02
EMP003684,Empresa_3684,2269.01,1,REG000008,0.0
EMP003685,Empresa_3685,2420.62,1,REG000005,0.0
EMP003686,Empresa_3686,3061.26,1,REG000010,0.0
EMP003687,Empresa_3687,2023.95,1,REG000001,0.0
EMP003688,Empresa_3688,12324.79,0,REG000000,108653.77
EMP003689,Empresa_3689,12797.75,0,REG000005,126896.05
EMP003690,Empresa_3690,7753.43,1,REG000011,0.0
EMP003691,Empresa_3691,12490.25,0,REG000008,113201.62
EMP003692,Empresa_3692,10028.74,0,REG000005,55289.46
EMP003693,Empresa_3693,-737.19,1,REG000001,0.0
EMP003694,Empresa_3694,5306.26,1,REG000000,0.0
EMP003695,Empresa_3695,15452.48,0,REG000005,195547.37
EMP003696,Empresa_3696,3385.41,1,REG000003,0.0
EMP003697,Empresa_3697,17579.32,0,REG000003,245296.38
EMP003698,Empresa_3698,124.52,1,REG000001,0.0
EMP003699,Empresa_3699,19246.27,0,REG000000,285566.8
EMP003700,Empresa_3700,7536.18,1,REG000016,0.0
EMP003701,Empresa_3701,14906.8,0,REG000000,174649.95
EMP003702,Empresa_3702,5425.7,1,REG000005,0.0
EMP003703,Empresa_3703,9016.03,0,REG000000,24081.87
EMP003704,Empresa_3704,18780.35,0,REG000010,273889.36
EMP003705,Empresa_3705,6338.58,1,REG000002,0.0
EMP003706,Empresa_3706,10348.93,0,REG000010,56780.3
EMP003707,Empresa_3707,10287.28,0,REG000003,57380.51
EMP003708,Empresa_3708,11601.78,0,REG000002,91667.97
EMP003709,Empresa_3709,2204.79,1,REG000003,0.0
EMP003710,Empresa_3710,3864.14,1,REG000001,0.0
EMP003711,Empresa_3711,4947.77,1,REG000016,0.0
EMP003712,Empresa_3712,10116.69,0,REG000010,50800.12
EMP003713,Empresa_3713,12769.59,0,REG000010,119112.29
EMP003714,Empresa_3714,-6997.15,1,REG000016,0.0
EMP003715,Empresa_3715,14113.6,0,REG000002,155217.02
EMP003716,Empresa_3716,4226.85,1,REG000005,0.0
EMP003717,Empresa_3717,18097.64,0,REG000019,261705.66
EMP003718,Empresa_3718,16804.51,0,REG000000,223155.41
EMP003719,Empresa_3719,9769.15,0,REG000011,46351.69
EMP003720,Empresa_3720,2000.64,1,REG000008,0.0
EMP003721,Empresa_3721,6808.19,1,REG000016,0.0
EMP003722,Empresa_3722,9077.26,0,REG000005,30684.18
EMP003723,Empresa_3723,8814.4,0,REG000010,17266.15
EMP003724,Empresa_3724,-6042.75,1,REG000002,0.0
EMP003725,Empresa_3725,6329.6,1,REG000011,0.0
EMP003726,Empresa_3726,15667.4,0,REG000005,201105.2
EMP003727,Empresa_3727,-2385.17,1,REG000016,0.0
EMP003728,Empresa_3728,109.71,1,REG000005,0.0
EMP003729,Empresa_3729,6395.25,1,REG000005,0.0
EMP003730,Empresa_3730,16033.0,0,REG000010,203145.1
EMP003731,Empresa_3731,8161.88,0,REG000019,4866.26
EMP003732,Empresa_3732,4466.21,1,REG000003,0.0
EMP003733,Empresa_3733,2928.43,1,REG000011,0.0
EMP003734,Empresa_3734,6138.24,1,REG000016,0.0
EMP003735,Empresa_3735,265.47,1,REG000005,0.0
EMP003736,Empresa_3736,11178.86,0,REG000002,80968.1
EMP003737,Empresa_3737,5864.02,1,REG000001,0.0
EMP003738,Empresa_3738,1971.15,1,REG000010,0.0
EMP003739,Empresa_3739,12639.73,0,REG000019,120618.69
EMP003740,Empresa_3740,12911.42,0,REG000005,129835.56
EMP003741,Empresa_3741,2553.83,1,REG000008,0.0
EMP003742,Empresa_3742,-3091.56,1,REG000000,0.0
EMP003743,Empresa_3743,16277.16,0,REG000008,209464.87
EMP003744,Empresa_3744,2178.92,1,REG000019,0.0
EMP003745,Empresa_3745,5760.79,1,REG000000,0.0
EMP003746,Empresa_3746,18399.09,0,REG000002,263639.92
EMP003747,Empresa_3747,9939.08,0,REG000001,52852.98
EMP003748,Empresa_3748,13707.63,0,REG000016,146793.68
EMP003749,Empresa_3749,14801.12,0,REG000016,175235.35
EMP003750,Empresa_3750,-4464.3,1,REG000005,0.0
EMP003751,Empresa_3751,3010.88,1,REG000003,0.0
EMP003752,Empresa_3752,1809.16,1,REG000003,0.0
EMP003753,Empresa_3753,4106.07,1,REG000010,0.0
EMP003754,Empresa_3754,1490.53,1,REG000008,0.0
EMP003755,Empresa_3755,2382.74,1,REG000019,0.0
EMP003756,Empresa_3756,4047.28,1,REG000001,0.0
EMP003757,Empresa_3757,9803.51,0,REG000002,46171.74
EMP003758,Empresa_3758,1701.84,1,REG000005,0.0
EMP003759,Empresa_3759,7725.06,1,REG000016,0.0
EMP003760,Empresa_3760,18908.66,0,REG000011,279226.4
EMP003761,Empresa_3761,-2653.73,1,REG000011,0.0
EMP003762,Empresa_3762,8136.2,0,REG000001,6392.76
EMP003763,Empresa_3763,10230.0,0,REG000003,55904.41
EMP003764,Empresa_3764,16276.55,0,REG000011,212160.24
EMP003765,Empresa_3765,14447.57,0,REG000003,164591.19
EMP003766,Empresa_3766,-2165.97,1,REG000008,0.0
EMP003767,Empresa_3767,-6315.77,1,REG000002,0.0
EMP003768,Empresa_3768,12697.59,0,REG000016,120522.54
EMP003769,Empresa_3769,13170.48,0,REG000002,131356.08
EMP003770,Empresa_3770,8541.32,0,REG000002,14238.33
EMP003771,Empresa_3771,3967.4,1,REG000003,0.0
EMP003772,Empresa_3772,-2434.71,1,REG000019,0.0
EMP003773,Empresa_3773,1242.95,1,REG000002,0.0
EMP003774,Empresa_3774,986.2,1,REG000002,0.0
EMP003775,Empresa_3775,1146.25,1,REG000002,0.0
EMP003776,Empresa_3776,6663.82,1,REG000000,0.0
EMP003777,Empresa_3777,3332.63,1,REG000016,0.0
EMP003778,Empresa_3778,9383.57,0,REG000005,38605.36
EMP003779,Empresa_3779,-8743.37,1,REG000002,0.0
EMP003780,Empresa_3780,13290.18,0,REG000008,133535.84
EMP003781,Empresa_3781,12733.38,0,REG000005,125231.45
EMP003782,Empresa_3782,17543.56,0,REG000008,241656.76
EMP003783,Empresa_3783,5467.59,1,REG000000,0.0
EMP003784,Empresa_3784,29.25,1,REG000000,0.0
EMP003785,Empresa_3785,1023.2,1,REG000016,0.0
EMP003786,Empresa_3786,-192.29,1,REG000002,0.0
EMP003787,Empresa_3787,3320.48,1,REG000011,0.0
EMP003788,Empresa_3788,-2305.07,1,REG000003,0.0
EMP003789,Empresa_3789,9679.56,0,REG000011,44068.93
EMP003790,Empresa_3790,3025.63,1,REG000011,0.0
EMP003791,Empresa_3791,13136.62,0,REG000016,131941.71
EMP003792,Empresa_3792,11774.37,0,REG000003,95702.82
EMP003793,Empresa_3793,578.12,1,REG000005,0.0
EMP003794,Empresa_3794,4966.05,1,REG000002,0.0
EMP003795,Empresa_3795,12520.85,0,REG000005,119735.42
EMP003796,Empresa_3796,4446.59,1,REG000002,0.0
EMP003797,Empresa_3797,6186.82,1,REG000002,0.0
EMP003798,Empresa_3798,13554.88,0,REG000011,142812.09
EMP003799,Empresa_3799,217.12,1,REG000019,0.0
EMP003800,Empresa_3800,12139.61,0,REG000016,106009.48
EMP003801,Empresa_3801,16679.94,0,REG000016,224103.46
EMP003802,Empresa_3802,285.37,1,REG000008,0.0
EMP003803,Empresa_3803,-2559.76,1,REG000002,0.0
EMP003804,Empresa_3804,18067.79,0,REG000005,263179.29
EMP003805,Empresa_3805,13004.46,0,REG000005,132241.57
EMP003806,Empresa_3806,5561.93,1,REG000008,0.0
EMP003807,Empresa_3807,13283.26,0,REG000005,139451.34
EMP003808,Empresa_3808,10439.61,0,REG000001,65751.64
EMP003809,Empresa_3809,11947.49,0,REG000003,100164.12
EMP003810,Empresa_3810,2758.1,1,REG000000,0.0
EMP003811,Empresa_3811,12532.86,0,REG000016,116237.91
EMP003812,Empresa_3812,8110.31,0,REG000001,5725.58
EMP003813,Empresa_3813,7029.17,1,REG000005,0.0
EMP003814,Empresa_3814,679.52,1,REG000008,0.0
EMP003815,Empresa_3815,14444.2,0,REG000001,168949.92
EMP003816,Empresa_3816,5908.41,1,REG000003,0.0
EMP003817,Empresa_3817,15836.51,0,REG000005,205478.39
EMP003818,Empresa_3818,18072.39,0,REG000005,263298.24
EMP003819,Empresa_3819,9679.93,0,REG000019,44107.86
EMP003820,Empresa_3820,8011.21,0,REG000011,1559.38
EMP003821,Empresa_3821,5416.2,1,REG000011,0.0
EMP003822,Empresa_3822,11442.51,0,REG000003,87150.79
EMP003823,Empresa_3823,4653.1,1,REG000005,0.0
EMP003824,Empresa_3824,8579.79,0,REG000005,17819.61
EMP003825,Empresa_3825,5850.32,1,REG000005,0.0
EMP003826,Empresa_3826,-6324.32,1,REG000008,0.0
EMP003827,Empresa_3827,2948.61,1,REG000008,0.0
EMP003828,Empresa_3828,2898.85,1,REG000005,0.0
EMP003829,Empresa_3829,6009.4,1,REG000016,0.0
EMP003830,Empresa_3830,-894.58,1,REG000002,0.0
EMP003831,Empresa_3831,2773.72,1,REG000001,0.0
EMP003832,Empresa_3832,-3375.94,1,REG000008,0.0
EMP003833,Empresa_3833,12844.3,0,REG000003,123274.92
EMP003834,Empresa_3834,440.07,1,REG000010,0.0
EMP003835,Empresa_3835,736.28,1,REG000016,0.0
EMP003836,Empresa_3836,-1624.26,1,REG000001,0.0
EMP003837,Empresa_3837,12354.01,0,REG000010,108411.11
EMP003838,Empresa_3838,1264.62,1,REG000001,0.0
EMP003839,Empresa_3839,15871.47,0,REG000002,199691.13
EMP003840,Empresa_3840,8065.23,0,REG000008,717.61
EMP003841,Empresa_3841,3939.24,1,REG000016,0.0
EMP003842,Empresa_3842,8390.12,0,REG000003,8490.7
EMP003843,Empresa_3843,8314.25,0,REG000016,6511.86
EMP003844,Empresa_3844,15627.58,0,REG000019,197854.61
EMP003845,Empresa_3845,9505.29,0,REG000019,39593.41
EMP003846,Empresa_3846,8440.76,0,REG000001,14241.28
EMP003847,Empresa_3847,-7915.14,1,REG000016,0.0
EMP003848,Empresa_3848,-3481.72,1,REG000000,0.0
EMP003849,Empresa_3849,13626.04,0,REG000002,142881.75
EMP003850,Empresa_3850,11563.43,0,REG000002,90697.72
EMP003851,Empresa_3851,9413.25,0,REG000002,36298.16
EMP003852,Empresa_3852,1782.81,1,REG000002,0.0
EMP003853,Empresa_3853,10028.31,0,REG000000,49955.74
EMP003854,Empresa_3854,11915.14,0,REG000005,104071.76
EMP003855,Empresa_3855,2446.58,1,REG000003,0.0
EMP003856,Empresa_3856,7645.2,1,REG000003,0.0
EMP003857,Empresa_3857,9423.18,0,REG000005,39629.67
EMP003858,Empresa_3858,5348.12,1,REG000005,0.0
EMP003859,Empresa_3859,10798.29,0,REG000002,71339.68
EMP003860,Empresa_3860,11823.45,0,REG000019,99517.85
EMP003861,Empresa_3861,13225.46,0,REG000011,134418.47
EMP003862,Empresa_3862,9807.54,0,REG000003,45017.61
EMP003863,Empresa_3863,15171.57,0,REG000008,181360.77
EMP003864,Empresa_3864,7231.2,1,REG000010,0.0
EMP003865,Empresa_3865,12943.93,0,REG000003,125842.38
EMP003866,Empresa_3866,11549.67,0,REG000008,89292.07
EMP003867,Empresa_3867,13740.4,0,REG000002,145775.06
EMP003868,Empresa_3868,-88.38,1,REG000019,0.0
EMP003869,Empresa_3869,5945.38,1,REG000003,0.0
EMP003870,Empresa_3870,3655.31,1,REG000010,0.0
EMP003871,Empresa_3871,4130.51,1,REG000019,0.0
EMP003872,Empresa_3872,1751.48,1,REG000002,0.0
EMP003873,Empresa_3873,10541.5,0,REG000010,61738.97
