proyecto_id,empresa_id,tipo_energia,capacidad_generacion,reduccion_emisiones,costo_proyecto,estado_proyecto
PROJ003644,EMP008112,EÃ³lica,7535.81,4888.33,129.58,Activo
PROJ003645,EMP000340,Biomasa,4590.59,2604.26,70.71,Finalizado
PROJ003646,EMP009807,EÃ³lica,571.3,2189.01,343.14,En desarrollo
PROJ003647,EMP009912,GeotÃ©rmica,9819.64,2447.18,77.92,Activo
PROJ003648,EMP024003,HidroelÃ©ctrica,4696.31,1451.67,313.62,Activo
PROJ003649,EMP023199,EÃ³lica,4885.17,3938.56,34.63,Activo
PROJ003650,EMP005243,EÃ³lica,9166.63,2662.33,239.19,Activo
PROJ003651,EMP019407,HidroelÃ©ctrica,7046.16,3078.49,426.23,Finalizado
PROJ003652,EMP006817,Biomasa,4098.08,2984.0,7.22,Finalizado
PROJ003653,EMP022272,GeotÃ©rmica,8611.77,1915.74,98.64,Activo
PROJ003654,EMP002473,Solar,8210.08,3449.24,124.5,En desarrollo
PROJ003655,EMP023131,Biomasa,2989.58,3281.43,404.55,Finalizado
PROJ003656,EMP005362,EÃ³lica,4597.7,4869.36,318.41,Activo
PROJ003657,EMP022673,EÃ³lica,2802.58,4328.79,136.31,Activo
PROJ003658,EMP007681,HidroelÃ©ctrica,7332.05,109.42,30.93,En desarrollo
PROJ003659,EMP015375,HidroelÃ©ctrica,7073.3,4302.75,138.19,Finalizado
PROJ003660,EMP014972,Solar,424.49,2754.91,455.69,Activo
PROJ003661,EMP010101,Biomasa,8132.85,1344.97,191.05,Finalizado
PROJ003662,EMP003832,EÃ³lica,1530.8,2286.35,452.84,Activo
PROJ003663,EMP010866,Biomasa,8506.17,4148.81,135.75,Finalizado
PROJ003664,EMP008328,EÃ³lica,5634.31,2398.57,467.48,Finalizado
PROJ003665,EMP016565,HidroelÃ©ctrica,9309.78,4360.46,244.28,En desarrollo
PROJ003666,EMP017890,HidroelÃ©ctrica,4312.02,1285.7,113.18,En desarrollo
PROJ003667,EMP018379,Biomasa,7174.29,3580.73,312.68,Finalizado
PROJ003668,EMP023830,Biomasa,3944.6,3664.04,289.14,Activo
PROJ003669,EMP018309,HidroelÃ©ctrica,661.41,4921.38,156.24,Activo
PROJ003670,EMP002629,GeotÃ©rmica,1687.83,3348.61,16.68,Finalizado
PROJ003671,EMP012374,EÃ³lica,2024.09,1448.07,334.1,Activo
PROJ003672,EMP019742,GeotÃ©rmica,9692.77,1454.41,282.59,Finalizado
PROJ003673,EMP018294,Solar,8135.85,3498.84,491.46,Finalizado
PROJ003674,EMP000934,HidroelÃ©ctrica,3512.46,3334.82,421.85,Finalizado
PROJ003675,EMP004465,GeotÃ©rmica,7422.12,1828.25,492.31,Finalizado
PROJ003676,EMP023753,Solar,5417.54,4782.46,290.33,Finalizado
PROJ003677,EMP017580,GeotÃ©rmica,682.41,1902.18,73.85,Activo
PROJ003678,EMP000852,Solar,1188.11,2751.06,484.51,En desarrollo
PROJ003679,EMP014885,Biomasa,9401.0,3570.97,307.27,En desarrollo
PROJ003680,EMP001135,HidroelÃ©ctrica,3726.99,1112.05,273.41,Finalizado
PROJ003681,EMP000687,Biomasa,8427.48,706.56,180.08,En desarrollo
PROJ003682,EMP002131,Solar,6249.4,4490.72,229.24,En desarrollo
PROJ003683,EMP009669,EÃ³lica,3509.06,4127.58,307.54,Activo
PROJ003684,EMP022333,HidroelÃ©ctrica,596.52,1073.67,235.4,En desarrollo
PROJ003685,EMP015955,GeotÃ©rmica,2938.63,4828.2,44.03,En desarrollo
PROJ003686,EMP019192,EÃ³lica,5090.16,495.27,435.27,Activo
PROJ003687,EMP021304,HidroelÃ©ctrica,3994.46,3027.89,165.17,Finalizado
PROJ003688,EMP016036,HidroelÃ©ctrica,4125.36,2539.22,275.63,Finalizado
PROJ003689,EMP011513,Solar,797.49,4323.6,143.54,En desarrollo
PROJ003690,EMP021130,EÃ³lica,65.83,2442.01,279.47,En desarrollo
PROJ003691,EMP006891,Solar,167.2,4890.0,433.81,En desarrollo
PROJ003692,EMP020251,Biomasa,638.57,4996.69,124.8,Activo
PROJ003693,EMP007528,EÃ³lica,3980.07,1054.59,492.84,En desarrollo
PROJ003694,EMP011627,Biomasa,8907.73,47.75,394.66,Activo
PROJ003695,EMP023084,EÃ³lica,4359.55,2668.05,311.82,Finalizado
PROJ003696,EMP013793,HidroelÃ©ctrica,6880.78,988.71,119.96,Activo
PROJ003697,EMP006524,GeotÃ©rmica,5962.87,3151.21,454.0,Activo
PROJ003698,EMP011314,HidroelÃ©ctrica,4845.43,433.82,447.57,Activo
PROJ003699,EMP013466,HidroelÃ©ctrica,2010.69,117.29,394.92,En desarrollo
PROJ003700,EMP001548,EÃ³lica,8246.51,3020.83,452.04,Activo
PROJ003701,EMP012295,EÃ³lica,9616.34,2359.22,132.1,Activo
PROJ003702,EMP003905,Solar,5818.06,4088.66,326.71,Activo
PROJ003703,EMP002844,GeotÃ©rmica,5693.97,2325.39,445.91,Finalizado
PROJ003704,EMP017391,GeotÃ©rmica,443.0,4977.83,452.95,En desarrollo
PROJ003705,EMP016076,Solar,1313.58,3313.14,334.6,En desarrollo
PROJ003706,EMP014536,Biomasa,4355.96,2982.34,236.75,Finalizado
PROJ003707,EMP003067,Solar,6044.12,3675.33,376.18,Finalizado
PROJ003708,EMP003581,Solar,3637.54,761.38,330.06,Finalizado
PROJ003709,EMP012923,Solar,1480.93,1937.58,22.25,Finalizado
PROJ003710,EMP016758,Solar,8188.02,3865.84,273.57,Finalizado
PROJ003711,EMP018132,GeotÃ©rmica,2996.48,3084.84,38.05,Finalizado
PROJ003712,EMP011803,EÃ³lica,1889.04,4735.57,143.42,Activo
PROJ003713,EMP010968,Biomasa,3263.84,744.07,240.02,Finalizado
PROJ003714,EMP006735,GeotÃ©rmica,8604.57,998.71,243.93,Finalizado
PROJ003715,EMP000471,EÃ³lica,6978.96,2499.95,207.43,En desarrollo
PROJ003716,EMP000805,HidroelÃ©ctrica,803.32,784.36,129.32,Finalizado
PROJ003717,EMP008465,Biomasa,9075.04,3055.89,310.71,Finalizado
PROJ003718,EMP016200,HidroelÃ©ctrica,3100.79,879.79,231.6,Finalizado
PROJ003719,EMP000157,EÃ³lica,9147.27,3682.52,117.49,Activo
PROJ003720,EMP005623,HidroelÃ©ctrica,339.7,1505.53,84.37,Activo
PROJ003721,EMP021352,HidroelÃ©ctrica,2102.77,872.14,411.46,Activo
PROJ003722,EMP017172,GeotÃ©rmica,4809.34,2313.67,344.16,En desarrollo
PROJ003723,EMP018987,Solar,5448.35,727.02,435.32,Activo
PROJ003724,EMP022352,Biomasa,7749.41,980.47,176.05,Finalizado
PROJ003725,EMP012907,Biomasa,4739.17,2165.72,374.05,Finalizado
PROJ003726,EMP017265,HidroelÃ©ctrica,1105.62,2002.72,463.54,En desarrollo
PROJ003727,EMP021586,GeotÃ©rmica,9785.21,4688.8,37.02,En desarrollo
PROJ003728,EMP013118,Biomasa,7459.84,2686.37,156.34,Finalizado
PROJ003729,EMP014810,HidroelÃ©ctrica,8287.18,461.89,37.5,Finalizado
PROJ003730,EMP007337,HidroelÃ©ctrica,2475.87,130.58,48.84,Finalizado
PROJ003731,EMP003881,EÃ³lica,7617.27,503.19,31.6,Finalizado
PROJ003732,EMP008480,Biomasa,6372.45,1992.38,476.53,En desarrollo
PROJ003733,EMP022361,Biomasa,9464.49,1620.5,486.56,Activo
PROJ003734,EMP016307,Solar,5667.17,3388.74,295.06,Activo
PROJ003735,EMP022189,HidroelÃ©ctrica,7919.19,2448.68,246.53,Finalizado
PROJ003736,EMP006132,Solar,5186.24,4240.17,264.69,Finalizado
PROJ003737,EMP011641,EÃ³lica,8277.1,4129.91,11.9,Activo
PROJ003738,EMP018514,EÃ³lica,2943.78,2017.08,172.82,Activo
PROJ003739,EMP013347,EÃ³lica,398.81,1394.06,311.42,En desarrollo
PROJ003740,EMP004863,Solar,4109.35,974.43,385.36,Activo
PROJ003741,EMP017467,Solar,7468.76,93.29,197.6,Finalizado
PROJ003742,EMP014062,Solar,8354.15,4730.44,245.39,En desarrollo
PROJ003743,EMP000987,GeotÃ©rmica,8672.99,2823.62,374.1,En desarrollo
PROJ003744,EMP015914,Biomasa,6567.65,2946.43,451.25,Finalizado
PROJ003745,EMP010221,Solar,5267.85,3894.51,429.65,En desarrollo
PROJ003746,EMP020236,GeotÃ©rmica,3600.5,4547.48,12.89,En desarrollo
PROJ003747,EMP017976,Biomasa,3927.97,3181.13,13.85,Activo
PROJ003748,EMP007584,Solar,4127.79,3819.31,193.5,Finalizado
PROJ003749,EMP024115,EÃ³lica,4170.25,1612.97,283.41,Activo
PROJ003750,EMP016877,Solar,2546.92,3041.2,25.57,Activo
PROJ003751,EMP015113,EÃ³lica,2889.08,2476.42,210.31,Activo
PROJ003752,EMP013740,Solar,713.43,4025.36,211.68,Activo
PROJ003753,EMP013076,EÃ³lica,4808.83,2016.28,220.41,En desarrollo
PROJ003754,EMP016111,GeotÃ©rmica,2373.5,3033.04,308.47,Finalizado
PROJ003755,EMP004920,HidroelÃ©ctrica,9879.82,2802.24,180.33,Activo
PROJ003756,EMP018598,Biomasa,1450.32,2109.7,467.32,En desarrollo
PROJ003757,EMP004707,HidroelÃ©ctrica,684.39,263.38,97.24,En desarrollo
PROJ003758,EMP023348,GeotÃ©rmica,177.12,2507.88,478.58,En desarrollo
PROJ003759,EMP020721,EÃ³lica,3838.87,2902.4,161.2,En desarrollo
PROJ003760,EMP012960,Solar,1291.41,1295.15,42.57,Finalizado
PROJ003761,EMP012477,Biomasa,2239.45,4041.06,275.32,En desarrollo
PROJ003762,EMP006989,HidroelÃ©ctrica,2215.71,2866.02,22.7,Activo
PROJ003763,EMP010975,EÃ³lica,599.23,726.53,166.86,Activo
PROJ003764,EMP013745,Biomasa,6567.45,1294.9,85.58,Activo
PROJ003765,EMP019119,Solar,7142.73,1485.64,87.88,Finalizado
PROJ003766,EMP001431,Biomasa,5664.82,1147.61,498.27,En desarrollo
PROJ003767,EMP008555,HidroelÃ©ctrica,1735.07,1480.14,112.71,Activo
PROJ003768,EMP011027,EÃ³lica,2397.15,3417.12,464.82,En desarrollo
PROJ003769,EMP018689,GeotÃ©rmica,9301.29,241.88,48.4,Activo
PROJ003770,EMP010258,HidroelÃ©ctrica,5750.69,4833.98,157.44,En desarrollo
PROJ003771,EMP020353,HidroelÃ©ctrica,7738.53,2866.94,413.61,Finalizado
PROJ003772,EMP006878,Solar,1104.71,2410.7,443.04,En desarrollo
PROJ003773,EMP005962,GeotÃ©rmica,6388.64,4058.2,214.38,Activo
PROJ003774,EMP010675,Biomasa,5207.81,1101.58,203.62,En desarrollo
PROJ003775,EMP001526,HidroelÃ©ctrica,9605.47,906.65,184.15,Finalizado
PROJ003776,EMP001600,EÃ³lica,8660.7,1478.21,230.01,En desarrollo
PROJ003777,EMP004120,GeotÃ©rmica,9481.05,4100.17,7.69,Finalizado
PROJ003778,EMP005049,Solar,4856.19,4544.9,382.23,En desarrollo
PROJ003779,EMP018369,Solar,3490.93,2319.54,302.86,Finalizado
PROJ003780,EMP006935,EÃ³lica,6211.8,1334.76,316.6,En desarrollo
PROJ003781,EMP003637,EÃ³lica,5736.85,770.76,45.45,En desarrollo
PROJ003782,EMP009860,Biomasa,2865.79,1368.67,128.62,En desarrollo
PROJ003783,EMP011426,Biomasa,4833.48,3287.38,240.7,En desarrollo
PROJ003784,EMP001585,Biomasa,7746.6,3652.63,107.67,Finalizado
PROJ003785,EMP012413,Solar,4897.96,4811.14,436.89,Activo
PROJ003786,EMP004189,Biomasa,4036.15,221.23,460.24,En desarrollo
PROJ003787,EMP024379,GeotÃ©rmica,2813.82,3204.15,84.22,Activo
PROJ003788,EMP015942,GeotÃ©rmica,1748.66,4127.75,252.9,En desarrollo
PROJ003789,EMP011543,EÃ³lica,7177.73,2451.36,349.72,Activo
PROJ003790,EMP001576,EÃ³lica,6188.76,1730.63,337.13,Finalizado
PROJ003791,EMP012869,HidroelÃ©ctrica,3347.61,1097.15,494.43,En desarrollo
PROJ003792,EMP019076,Biomasa,9468.86,609.11,289.4,Activo
PROJ003793,EMP010721,Solar,7540.47,4676.43,424.3,En desarrollo
PROJ003794,EMP008017,Biomasa,9130.87,4762.84,473.27,En desarrollo
PROJ003795,EMP001334,EÃ³lica,5744.88,1919.11,29.57,En desarrollo
PROJ003796,EMP001658,GeotÃ©rmica,2849.91,3689.0,310.22,Activo
PROJ003797,EMP001524,GeotÃ©rmica,3665.24,3110.04,149.97,Activo
PROJ003798,EMP008638,GeotÃ©rmica,9851.52,4177.89,156.34,En desarrollo
PROJ003799,EMP002019,HidroelÃ©ctrica,7980.91,4961.11,71.0,Finalizado
PROJ003800,EMP019152,GeotÃ©rmica,462.25,2250.06,477.04,Activo
PROJ003801,EMP016094,Solar,1376.37,223.0,324.69,Activo
PROJ003802,EMP022277,HidroelÃ©ctrica,6563.38,4579.3,389.9,Activo
PROJ003803,EMP010487,Solar,6816.82,4627.54,335.81,Finalizado
PROJ003804,EMP009410,HidroelÃ©ctrica,1187.88,772.09,316.44,En desarrollo
PROJ003805,EMP010440,Biomasa,6734.68,20.65,279.1,Activo
PROJ003806,EMP001439,EÃ³lica,9289.29,680.53,211.85,En desarrollo
PROJ003807,EMP003036,Biomasa,385.3,4918.15,35.05,Activo
PROJ003808,EMP010693,HidroelÃ©ctrica,3963.79,1137.97,498.65,Finalizado
PROJ003809,EMP015152,Biomasa,628.92,3138.34,94.18,Finalizado
PROJ003810,EMP023313,Biomasa,6360.1,996.35,374.84,Finalizado
PROJ003811,EMP002557,HidroelÃ©ctrica,162.15,4313.19,168.84,En desarrollo
PROJ003812,EMP001623,Biomasa,4769.87,313.41,68.41,Activo
PROJ003813,EMP023601,EÃ³lica,9290.44,3236.94,226.41,En desarrollo
PROJ003814,EMP002883,Biomasa,2049.61,4841.65,169.89,Activo
PROJ003815,EMP006462,Biomasa,8480.09,319.17,57.59,En desarrollo
PROJ003816,EMP018925,HidroelÃ©ctrica,942.1,3852.8,498.83,Finalizado
PROJ003817,EMP007315,Biomasa,9088.76,4376.44,102.66,Activo
PROJ003818,EMP013046,HidroelÃ©ctrica,3816.09,3816.75,193.02,En desarrollo
PROJ003819,EMP016504,Solar,9852.33,3297.81,231.73,En desarrollo
PROJ003820,EMP005219,Solar,6378.13,4836.09,464.42,Activo
PROJ003821,EMP023185,EÃ³lica,4294.39,4481.33,366.18,En desarrollo
PROJ003822,EMP014886,GeotÃ©rmica,5451.68,905.67,238.48,En desarrollo
PROJ003823,EMP011266,HidroelÃ©ctrica,5068.28,1862.71,341.21,Activo
PROJ003824,EMP011546,Solar,897.58,370.27,43.88,Finalizado
PROJ003825,EMP006332,GeotÃ©rmica,9416.91,217.23,129.14,Finalizado
PROJ003826,EMP019155,Biomasa,9186.78,4338.29,185.0,Finalizado
PROJ003827,EMP008668,EÃ³lica,8859.48,334.34,475.33,Activo
PROJ003828,EMP022006,EÃ³lica,5341.68,3587.36,281.02,Finalizado
PROJ003829,EMP019989,GeotÃ©rmica,531.99,2979.99,134.42,En desarrollo
PROJ003830,EMP003364,Biomasa,262.46,4645.92,383.39,Finalizado
PROJ003831,EMP024501,EÃ³lica,2651.39,3658.15,219.19,Finalizado
PROJ003832,EMP007882,Biomasa,8317.47,3716.85,202.74,En desarrollo
PROJ003833,EMP020522,HidroelÃ©ctrica,5608.05,3112.68,201.13,Finalizado
PROJ003834,EMP000665,GeotÃ©rmica,7417.91,1830.76,392.09,En desarrollo
PROJ003835,EMP015073,Biomasa,480.32,875.07,371.9,Activo
PROJ003836,EMP021891,EÃ³lica,875.07,1260.02,434.1,En desarrollo
PROJ003837,EMP022097,GeotÃ©rmica,3084.71,3373.45,243.13,Activo
PROJ003838,EMP011335,EÃ³lica,6107.99,3720.93,156.76,Activo
PROJ003839,EMP001613,HidroelÃ©ctrica,6990.93,4242.57,387.6,Finalizado
PROJ003840,EMP018538,GeotÃ©rmica,2177.54,4954.06,147.55,En desarrollo
PROJ003841,EMP016400,EÃ³lica,2358.26,4854.75,77.31,En desarrollo
PROJ003842,EMP022394,EÃ³lica,7929.3,476.16,397.1,Finalizado
PROJ003843,EMP001082,HidroelÃ©ctrica,5757.66,3911.69,431.4,En desarrollo
PROJ003844,EMP009065,Biomasa,3574.96,1423.9,227.87,En desarrollo
PROJ003845,EMP007083,HidroelÃ©ctrica,8327.59,794.0,60.4,Finalizado
PROJ003846,EMP022676,GeotÃ©rmica,8910.87,1314.32,470.05,Finalizado
PROJ003847,EMP000011,EÃ³lica,6266.49,131.28,334.97,Finalizado
PROJ003848,EMP023029,EÃ³lica,8392.97,4147.19,132.66,Finalizado
PROJ003849,EMP019668,Biomasa,8513.6,3182.31,418.45,Finalizado
PROJ003850,EMP006616,Solar,455.36,3175.11,407.37,Activo
PROJ003851,EMP000504,EÃ³lica,3461.78,2829.7,256.76,Finalizado
PROJ003852,EMP008405,EÃ³lica,4723.79,522.92,345.3,En desarrollo
PROJ003853,EMP008002,EÃ³lica,5145.71,3723.31,60.23,Finalizado
PROJ003854,EMP005840,Solar,8041.51,3545.59,416.85,En desarrollo
PROJ003855,EMP012828,EÃ³lica,3950.07,1837.6,210.54,Finalizado
PROJ003856,EMP004333,Biomasa,5044.17,1733.24,457.32,Activo
PROJ003857,EMP004642,Solar,1822.14,2287.64,476.87,Activo
PROJ003858,EMP018860,Biomasa,4578.9,333.91,349.17,Activo
PROJ003859,EMP011977,HidroelÃ©ctrica,4961.69,125.96,398.28,En desarrollo
PROJ003860,EMP020892,Biomasa,2091.5,55.77,481.23,En desarrollo
PROJ003861,EMP021617,HidroelÃ©ctrica,4984.57,3231.27,68.6,Finalizado
PROJ003862,EMP023437,GeotÃ©rmica,9368.86,1974.99,303.34,Finalizado
PROJ003863,EMP023236,Biomasa,3274.48,4502.33,93.24,Finalizado
PROJ003864,EMP024431,EÃ³lica,573.32,2212.36,62.78,En desarrollo
PROJ003865,EMP009172,Solar,5473.14,4633.76,164.57,Activo
PROJ003866,EMP003579,GeotÃ©rmica,5381.84,4523.94,404.45,Finalizado
PROJ003867,EMP018015,GeotÃ©rmica,3589.44,3757.08,221.31,Finalizado
PROJ003868,EMP008065,EÃ³lica,9375.72,1149.39,23.46,Activo
PROJ003869,EMP016070,HidroelÃ©ctrica,5639.82,2898.44,163.41,Finalizado
PROJ003870,EMP001441,HidroelÃ©ctrica,3670.85,4259.88,129.74,Finalizado
PROJ003871,EMP018858,Biomasa,8307.72,3401.58,217.11,Activo
PROJ003872,EMP006985,Solar,1449.98,1971.27,238.23,Activo
PROJ003873,EMP001271,Solar,2944.79,1370.01,370.44,Finalizado
PROJ003874,EMP012690,Biomasa,3624.26,902.3,147.79,En desarrollo
PROJ003875,EMP016614,HidroelÃ©ctrica,6546.85,1736.32,128.68,Finalizado
PROJ003876,EMP011586,EÃ³lica,3790.92,2390.57,384.24,En desarrollo
PROJ003877,EMP024305,Biomasa,4274.01,3076.79,61.17,En desarrollo
PROJ003878,EMP010449,EÃ³lica,1721.74,1891.98,433.67,En desarrollo
PROJ003879,EMP002235,Biomasa,2818.31,3664.01,404.51,En desarrollo
PROJ003880,EMP017742,EÃ³lica,2064.88,4529.2,255.59,En desarrollo
PROJ003881,EMP006327,HidroelÃ©ctrica,1650.87,4242.23,220.87,Activo
PROJ003882,EMP020948,Solar,5504.99,3546.52,254.72,En desarrollo
PROJ003883,EMP003345,HidroelÃ©ctrica,5814.6,1691.27,412.08,Activo
PROJ003884,EMP023727,HidroelÃ©ctrica,1526.45,3215.28,465.9,Activo
PROJ003885,EMP020361,EÃ³lica,7630.4,2264.75,18.0,Finalizado
PROJ003886,EMP004702,HidroelÃ©ctrica,1076.74,4193.35,37.08,En desarrollo
PROJ003887,EMP020277,HidroelÃ©ctrica,6844.47,918.72,462.06,En desarrollo
PROJ003888,EMP006540,EÃ³lica,3626.67,814.11,219.65,Finalizado
PROJ003889,EMP002593,GeotÃ©rmica,155.05,4022.8,192.87,Activo
PROJ003890,EMP019554,Biomasa,3062.41,3739.14,267.84,En desarrollo
PROJ003891,EMP013342,HidroelÃ©ctrica,8364.06,497.61,31.3,En desarrollo
PROJ003892,EMP018188,EÃ³lica,8665.24,3952.97,267.78,Activo
PROJ003893,EMP019226,Solar,1552.25,2156.99,335.81,Finalizado
PROJ003894,EMP019396,EÃ³lica,8891.17,1386.3,129.24,Finalizado
PROJ003895,EMP002364,Biomasa,3344.83,2320.0,251.78,Finalizado
PROJ003896,EMP000727,Biomasa,4220.62,2546.37,478.07,Activo
PROJ003897,EMP001191,HidroelÃ©ctrica,4743.83,4735.73,384.25,Finalizado
PROJ003898,EMP016135,Biomasa,9841.03,2861.4,263.27,Finalizado
PROJ003899,EMP012284,Solar,2827.01,2586.2,396.67,En desarrollo
PROJ003900,EMP015759,Biomasa,1362.95,775.51,146.79,Activo
PROJ003901,EMP019884,HidroelÃ©ctrica,2377.93,1789.5,55.85,En desarrollo
PROJ003902,EMP011634,EÃ³lica,9389.18,3186.62,316.51,Finalizado
PROJ003903,EMP005702,HidroelÃ©ctrica,7124.38,2968.05,420.07,En desarrollo
PROJ003904,EMP004636,HidroelÃ©ctrica,7569.27,3863.37,38.12,Finalizado
PROJ003905,EMP001750,EÃ³lica,9583.85,2953.62,156.47,En desarrollo
PROJ003906,EMP017425,HidroelÃ©ctrica,1108.84,2583.48,110.52,Finalizado
PROJ003907,EMP000661,HidroelÃ©ctrica,1447.31,4372.17,340.26,Activo
PROJ003908,EMP011304,HidroelÃ©ctrica,1460.02,4112.25,452.27,Finalizado
PROJ003909,EMP009646,Solar,8478.13,865.56,44.77,Finalizado
PROJ003910,EMP017828,Solar,3771.42,2683.72,488.0,Finalizado
PROJ003911,EMP000814,EÃ³lica,5655.69,1877.29,300.28,En desarrollo
PROJ003912,EMP017975,EÃ³lica,5795.58,4018.42,472.6,Activo
PROJ003913,EMP004941,HidroelÃ©ctrica,990.2,2176.37,466.65,En desarrollo
PROJ003914,EMP004796,GeotÃ©rmica,7920.6,4045.13,161.7,Activo
PROJ003915,EMP008385,EÃ³lica,4556.33,3394.23,414.69,Activo
PROJ003916,EMP008764,Solar,6720.9,4296.1,247.2,En desarrollo
PROJ003917,EMP014620,Biomasa,275.5,3878.43,353.69,Finalizado
PROJ003918,EMP004752,Biomasa,3635.74,1060.35,90.03,Activo
PROJ003919,EMP024177,GeotÃ©rmica,7482.98,2555.74,135.36,Activo
PROJ003920,EMP024507,GeotÃ©rmica,3495.76,3410.52,277.03,Activo
PROJ003921,EMP007254,EÃ³lica,2651.1,199.24,292.88,Activo
PROJ003922,EMP019521,Solar,9616.22,3781.14,272.01,Activo
PROJ003923,EMP005597,HidroelÃ©ctrica,5865.77,2040.49,161.95,En desarrollo
PROJ003924,EMP023246,Biomasa,8783.96,824.01,274.36,En desarrollo
PROJ003925,EMP024358,GeotÃ©rmica,5798.92,1133.09,172.41,Activo
PROJ003926,EMP007529,HidroelÃ©ctrica,5228.7,518.72,85.09,Finalizado
PROJ003927,EMP020652,EÃ³lica,4188.14,4033.62,197.22,En desarrollo
PROJ003928,EMP018243,EÃ³lica,1056.71,2151.58,455.65,Finalizado
PROJ003929,EMP011912,Solar,5530.89,3266.4,42.79,Activo
PROJ003930,EMP022453,GeotÃ©rmica,8097.11,2711.14,97.11,Finalizado
PROJ003931,EMP006940,EÃ³lica,8260.15,4308.6,151.53,En desarrollo
PROJ003932,EMP016229,Biomasa,6900.87,2102.66,21.88,Activo
PROJ003933,EMP015742,HidroelÃ©ctrica,7409.75,4082.44,301.87,Finalizado
PROJ003934,EMP015877,Solar,1206.62,1843.3,467.35,Finalizado
PROJ003935,EMP016133,HidroelÃ©ctrica,7641.95,4827.14,265.86,En desarrollo
PROJ003936,EMP010784,HidroelÃ©ctrica,8321.81,344.37,497.26,Activo
PROJ003937,EMP014768,GeotÃ©rmica,5625.94,4631.5,206.47,En desarrollo
PROJ003938,EMP022912,Biomasa,5520.96,3748.79,240.69,Activo
PROJ003939,EMP017556,EÃ³lica,393.63,1095.36,36.63,Finalizado
PROJ003940,EMP012375,EÃ³lica,9044.85,4835.04,50.28,Activo
PROJ003941,EMP017055,GeotÃ©rmica,1716.56,4293.69,150.52,En desarrollo
PROJ003942,EMP021767,Biomasa,1991.68,2093.16,429.89,Finalizado
PROJ003943,EMP002119,GeotÃ©rmica,8979.85,857.88,51.67,Finalizado
PROJ003944,EMP006593,EÃ³lica,3808.09,3499.94,1.48,Finalizado
PROJ003945,EMP004336,Biomasa,1982.98,3702.4,496.65,Activo
PROJ003946,EMP009073,Biomasa,1823.18,1098.75,182.76,Finalizado
PROJ003947,EMP003614,EÃ³lica,326.75,3435.87,403.3,En desarrollo
PROJ003948,EMP014891,EÃ³lica,6037.67,338.9,430.01,En desarrollo
PROJ003949,EMP000815,EÃ³lica,2078.28,4294.7,125.82,Finalizado
PROJ003950,EMP001706,GeotÃ©rmica,5439.1,1322.26,274.2,Activo
PROJ003951,EMP021276,Biomasa,9489.9,2856.9,253.04,Finalizado
PROJ003952,EMP008113,EÃ³lica,1148.85,1760.04,57.41,Finalizado
PROJ003953,EMP020456,HidroelÃ©ctrica,5559.15,60.03,218.54,En desarrollo
PROJ003954,EMP009101,HidroelÃ©ctrica,2703.78,3336.09,340.36,En desarrollo
PROJ003955,EMP014186,Biomasa,3597.06,3853.83,153.69,Activo
PROJ003956,EMP014383,EÃ³lica,6918.08,20.63,25.48,En desarrollo
PROJ003957,EMP000375,Solar,4614.02,4699.41,328.65,En desarrollo
PROJ003958,EMP010236,HidroelÃ©ctrica,6391.47,4881.93,245.7,Finalizado
PROJ003959,EMP003386,EÃ³lica,2990.37,3095.36,181.81,En desarrollo
PROJ003960,EMP019277,GeotÃ©rmica,9891.14,1985.43,350.27,Finalizado
PROJ003961,EMP021425,Solar,5569.7,3031.03,470.04,Activo
PROJ003962,EMP015975,HidroelÃ©ctrica,5991.53,1221.6,468.12,Finalizado
PROJ003963,EMP019611,EÃ³lica,200.58,2316.4,13.36,En desarrollo
PROJ003964,EMP006114,Biomasa,7775.2,4701.18,329.0,En desarrollo
PROJ003965,EMP015285,Solar,5909.15,534.6,50.87,Finalizado
PROJ003966,EMP003619,HidroelÃ©ctrica,3224.13,787.79,317.57,Finalizado
PROJ003967,EMP021408,Biomasa,1416.08,3404.8,414.64,En desarrollo
PROJ003968,EMP023737,HidroelÃ©ctrica,7716.63,1727.57,419.72,Activo
PROJ003969,EMP006431,EÃ³lica,611.82,4314.18,308.1,Activo
PROJ003970,EMP021511,EÃ³lica,4774.38,1392.47,96.55,Finalizado
PROJ003971,EMP001880,Solar,5712.13,3162.17,61.12,Activo
PROJ003972,EMP012739,GeotÃ©rmica,8649.7,4237.13,254.41,En desarrollo
PROJ003973,EMP003860,EÃ³lica,3696.95,3111.68,339.32,Activo
PROJ003974,EMP002504,Solar,8991.74,3610.12,421.52,Activo
PROJ003975,EMP008981,EÃ³lica,1908.08,1550.01,352.84,En desarrollo
PROJ003976,EMP023140,HidroelÃ©ctrica,597.58,69.72,214.63,En desarrollo
PROJ003977,EMP006229,Solar,3860.7,1457.58,437.49,En desarrollo
PROJ003978,EMP021266,GeotÃ©rmica,5720.99,94.79,26.38,En desarrollo
PROJ003979,EMP000397,GeotÃ©rmica,3782.24,902.42,273.1,Finalizado
PROJ003980,EMP007696,Biomasa,1439.83,2790.21,139.67,En desarrollo
PROJ003981,EMP006201,Solar,8673.62,860.17,313.34,En desarrollo
PROJ003982,EMP004793,EÃ³lica,5723.5,1621.87,308.53,Finalizado
PROJ003983,EMP014946,GeotÃ©rmica,9393.89,3924.33,167.61,Activo
PROJ003984,EMP024021,EÃ³lica,9855.95,2206.1,446.83,Activo
